Population Year	 Area	 Variable	 Data
1996	Phillips	Births	70
1996	Phillips	Deaths	52
1996	Phillips	Group Quarters Population (July)	70
1996	Phillips	Household Population (July)	4434
1996	Phillips	Housing Vacancy Rate	6.7
1996	Phillips	July Population	4504
1996	Phillips	Natural Population Increase	18
1996	Phillips	Net Building Permits	15
1996	Phillips	Net Migration	7
1996	Phillips	Population (U.S. Census Bureau)	4331
1996	Phillips	Total Households	1863
1996	Phillips	Total Housing Units	1996
1996	Phillips	Vacant Housing Units	133
1996	Pitkin	Average Household Size	2.19
1996	Pitkin	Births	144
1996	Pitkin	Deaths	37
1996	Pitkin	Group Quarters Population (July)	132
1996	Pitkin	Household Population (July)	14421
1996	Pitkin	Housing Vacancy Rate	37.8
1996	Pitkin	July Population	14553
1996	Pitkin	Natural Population Increase	107
1996	Pitkin	Net Building Permits	180
1996	Pitkin	Net Migration	-206
1996	Pitkin	Population (U.S. Census Bureau)	13375
1996	Pitkin	Total Households	6599
1996	Pitkin	Total Housing Units	10605
1996	Pitkin	Vacant Housing Units	4006
1996	Prowers	Average Household Size	2.67
1996	Prowers	Births	209
1996	Prowers	Deaths	135
1996	Prowers	Group Quarters Population (July)	219
1996	Prowers	Household Population (July)	13783
1996	Prowers	Housing Vacancy Rate	12
1996	Prowers	July Population	14002
1996	Prowers	Natural Population Increase	74
1996	Prowers	Net Building Permits	14
1996	Prowers	Net Migration	105
1996	Prowers	Population (U.S. Census Bureau)	13548
1996	Prowers	Total Households	5160
1996	Prowers	Total Housing Units	5866
1996	Prowers	Vacant Housing Units	706
1996	Pueblo	Average Household Size	2.59
1996	Pueblo	Births	1734
1996	Pueblo	Deaths	1260
1996	Pueblo	Group Quarters Population (July)	3353
1996	Pueblo	Household Population (July)	129145
1996	Pueblo	Housing Vacancy Rate	6.6
1996	Pueblo	July Population	132498
1996	Pueblo	Natural Population Increase	474
1996	Pueblo	Net Building Permits	1193
1996	Pueblo	Net Migration	1192
1996	Pueblo	Population (U.S. Census Bureau)	130687
1996	Pueblo	Total Households	49821
1996	Pueblo	Total Housing Units	53330
1996	Pueblo	Vacant Housing Units	3509
1996	Rio Blanco	Average Household Size	2.41
1996	Rio Blanco	Births	66
1996	Rio Blanco	Deaths	44
1996	Rio Blanco	Group Quarters Population (July)	203
1996	Rio Blanco	Household Population (July)	6138
1996	Rio Blanco	Housing Vacancy Rate	11.5
1996	Rio Blanco	July Population	6341
1996	Rio Blanco	Natural Population Increase	22
1996	Rio Blanco	Net Building Permits	14
1996	Rio Blanco	Net Migration	-84
1996	Rio Blanco	Population (U.S. Census Bureau)	6350
1996	Rio Blanco	Total Households	2552
1996	Rio Blanco	Total Housing Units	2884
1996	Rio Blanco	Vacant Housing Units	332
1996	Rio Grande	Average Household Size	2.65
1996	Rio Grande	Births	159
1996	Rio Grande	Deaths	104
1996	Rio Grande	Group Quarters Population (July)	218
1996	Rio Grande	Household Population (July)	11602
1996	Rio Grande	Housing Vacancy Rate	19.8
1996	Rio Grande	July Population	11820
1996	Rio Grande	Natural Population Increase	55
1996	Rio Grande	Net Building Permits	132
1996	Rio Grande	Net Migration	67
1996	Rio Grande	Population (U.S. Census Bureau)	11265
1996	Rio Grande	Total Households	4386
1996	Rio Grande	Total Housing Units	5470
1996	Rio Grande	Vacant Housing Units	1084
1996	Routt	Average Household Size	2.64
1996	Routt	Births	177
1996	Routt	Deaths	56
1996	Routt	Group Quarters Population (July)	209
1996	Routt	Household Population (July)	17509
1996	Routt	Housing Vacancy Rate	39.4
1996	Routt	July Population	17718
1996	Routt	Natural Population Increase	121
1996	Routt	Net Building Permits	346
1996	Routt	Net Migration	343
1996	Routt	Population (U.S. Census Bureau)	16981
1996	Routt	Total Households	6644
1996	Routt	Total Housing Units	10970
1996	Routt	Vacant Housing Units	4326
1996	Saguache	Average Household Size	2.62
1996	Saguache	Births	85
1996	Saguache	Deaths	31
1996	Saguache	Group Quarters Population (July)	117
1996	Saguache	Household Population (July)	5308
1996	Saguache	Housing Vacancy Rate	17.1
1996	Saguache	July Population	5425
1996	Saguache	Natural Population Increase	54
1996	Saguache	Net Building Permits	67
1996	Saguache	Net Migration	101
1996	Saguache	Population (U.S. Census Bureau)	5729
1996	Saguache	Total Households	2025
1996	Saguache	Total Housing Units	2444
1996	Saguache	Vacant Housing Units	419
1996	San Juan	Average Household Size	2.69
1996	San Juan	Births	6
1996	San Juan	Deaths	4
1996	San Juan	Group Quarters Population (July)	0
1996	San Juan	Household Population (July)	579
1996	San Juan	Housing Vacancy Rate	57.3
1996	San Juan	July Population	582
1996	San Juan	Natural Population Increase	2
1996	San Juan	Net Building Permits	6
1996	San Juan	Net Migration	6
1996	San Juan	Population (U.S. Census Bureau)	565
1996	San Juan	Total Households	215
1996	San Juan	Total Housing Units	503
1996	San Juan	Vacant Housing Units	288
1996	San Miguel	Average Household Size	2.56
1996	San Miguel	Births	64
1996	San Miguel	Deaths	15
1996	San Miguel	Group Quarters Population (July)	78
1996	San Miguel	Household Population (July)	5726
1996	San Miguel	Housing Vacancy Rate	41.2
1996	San Miguel	July Population	5804
1996	San Miguel	Natural Population Increase	49
1996	San Miguel	Net Building Permits	152
1996	San Miguel	Net Migration	266
1996	San Miguel	Population (U.S. Census Bureau)	5204
1996	San Miguel	Total Households	2239
1996	San Miguel	Total Housing Units	3809
1996	San Miguel	Vacant Housing Units	1570
1996	Sedgwick	Average Household Size	2.34
1996	Sedgwick	Births	29
1996	Sedgwick	Deaths	43
1996	Sedgwick	Group Quarters Population (July)	31
1996	Sedgwick	Household Population (July)	2655
1996	Sedgwick	Housing Vacancy Rate	20.1
1996	Sedgwick	July Population	2686
1996	Sedgwick	Natural Population Increase	-14
1996	Sedgwick	Net Building Permits	2
1996	Sedgwick	Net Migration	50
1996	Sedgwick	Population (U.S. Census Bureau)	2657
1996	Sedgwick	Total Households	1136
1996	Sedgwick	Total Housing Units	1422
1996	Sedgwick	Vacant Housing Units	286
1996	Summit	Average Household Size	2.6
1996	Summit	Births	194
1996	Summit	Deaths	36
1996	Summit	Group Quarters Population (July)	75
1996	Summit	Household Population (July)	19321
1996	Summit	Housing Vacancy Rate	63.7
1996	Summit	July Population	19396
1996	Summit	Natural Population Increase	158
1996	Summit	Net Building Permits	1270
1996	Summit	Net Migration	968
1996	Summit	Population (U.S. Census Bureau)	17830
1996	Summit	Total Households	7429
1996	Summit	Total Housing Units	20447
1996	Summit	Vacant Housing Units	13018
1996	Teller	Average Household Size	2.56
1996	Teller	Births	220
1996	Teller	Deaths	93
1996	Teller	Group Quarters Population (July)	106
1996	Teller	Household Population (July)	18029
1996	Teller	Housing Vacancy Rate	18.3
1996	Teller	July Population	18135
1996	Teller	Natural Population Increase	127
1996	Teller	Net Building Permits	533
1996	Teller	Net Migration	1027
1996	Teller	Population (U.S. Census Bureau)	18700
1996	Teller	Total Households	7035
1996	Teller	Total Housing Units	8607
1996	Teller	Vacant Housing Units	1572
1996	Washington	Average Household Size	2.43
1996	Washington	Births	49
1996	Washington	Deaths	58
1996	Washington	Group Quarters Population (July)	38
1996	Washington	Household Population (July)	5183
1996	Washington	Housing Vacancy Rate	8.4
1996	Washington	July Population	5221
1996	Washington	Natural Population Increase	-9
1996	Washington	Net Building Permits	9
1996	Washington	Net Migration	-6
1996	Washington	Population (U.S. Census Bureau)	4668
1996	Washington	Total Households	2136
1996	Washington	Total Housing Units	2332
1996	Washington	Vacant Housing Units	196
1996	Weld	Average Household Size	2.87
1996	Weld	Births	2309
1996	Weld	Deaths	1067
1996	Weld	Group Quarters Population (July)	4699
1996	Weld	Household Population (July)	157110
1996	Weld	Housing Vacancy Rate	2
1996	Weld	July Population	161809
1996	Weld	Natural Population Increase	1242
1996	Weld	Net Building Permits	1854
1996	Weld	Net Migration	3394
1996	Weld	Population (U.S. Census Bureau)	151105
1996	Weld	Total Households	54788
1996	Weld	Total Housing Units	55929
1996	Weld	Vacant Housing Units	1141
1996	Yuma	Average Household Size	2.54
1996	Yuma	Births	108
1996	Yuma	Deaths	106
1996	Yuma	Group Quarters Population (July)	128
1996	Yuma	Household Population (July)	9393
1996	Yuma	Housing Vacancy Rate	10.3
1996	Yuma	July Population	9521
1996	Yuma	Natural Population Increase	2
1996	Yuma	Net Building Permits	19
1996	Yuma	Net Migration	64
1996	Yuma	Population (U.S. Census Bureau)	9261
1996	Yuma	Total Households	3698
1996	Yuma	Total Housing Units	4121
1996	Yuma	Vacant Housing Units	423
1995	Adams	Average Household Size	2.85
1995	Adams	Births	5063
1995	Adams	Deaths	1781
1995	Adams	Group Quarters Population (July)	2979
1995	Adams	Household Population (July)	309614
1995	Adams	Housing Vacancy Rate	5.5
1995	Adams	July Population	312593
1995	Adams	Natural Population Increase	3282
1995	Adams	Net Building Permits	2944
1995	Adams	Net Migration	8517
1995	Adams	Population (U.S. Census Bureau)	301970
1995	Adams	Total Households	108485
1995	Adams	Total Housing Units	114742
1995	Adams	Vacant Housing Units	6257
1995	Alamosa	Average Household Size	2.53
1995	Alamosa	Births	230
1995	Alamosa	Deaths	126
1995	Alamosa	Group Quarters Population (July)	929
1995	Alamosa	Household Population (July)	13168
1995	Alamosa	Housing Vacancy Rate	5
1995	Alamosa	July Population	14097
1995	Alamosa	Natural Population Increase	104
1995	Alamosa	Net Building Permits	9
1995	Alamosa	Net Migration	170
1995	Alamosa	Population (U.S. Census Bureau)	14244
1995	Alamosa	Total Households	5200
1995	Alamosa	Total Housing Units	5475
1995	Alamosa	Vacant Housing Units	275
1995	Arapahoe	Average Household Size	2.53
1995	Arapahoe	Births	6231
1995	Arapahoe	Deaths	2289
1995	Arapahoe	Group Quarters Population (July)	3211
1995	Arapahoe	Household Population (July)	439328
1995	Arapahoe	Housing Vacancy Rate	3.2
1995	Arapahoe	July Population	442539
1995	Arapahoe	Natural Population Increase	3942
1995	Arapahoe	Net Building Permits	3408
1995	Arapahoe	Net Migration	2192
1995	Arapahoe	Population (U.S. Census Bureau)	446932
1995	Arapahoe	Total Households	173806
1995	Arapahoe	Total Housing Units	179635
1995	Arapahoe	Vacant Housing Units	5829
1995	Archuleta	Average Household Size	2.66
1995	Archuleta	Births	61
1995	Archuleta	Deaths	36
1995	Archuleta	Group Quarters Population (July)	0
1995	Archuleta	Household Population (July)	7108
1995	Archuleta	Housing Vacancy Rate	40.4
1995	Archuleta	July Population	7108
1995	Archuleta	Natural Population Increase	25
1995	Archuleta	Net Building Permits	248
1995	Archuleta	Net Migration	544
1995	Archuleta	Population (U.S. Census Bureau)	7112
1995	Archuleta	Total Households	2671
1995	Archuleta	Total Housing Units	4483
1995	Archuleta	Vacant Housing Units	1812
1995	Baca	Average Household Size	2.41
1995	Baca	Births	44
1995	Baca	Deaths	56
1995	Baca	Group Quarters Population (July)	72
1995	Baca	Household Population (July)	4356
1995	Baca	Housing Vacancy Rate	26.3
1995	Baca	July Population	4428
1995	Baca	Natural Population Increase	-12
1995	Baca	Net Building Permits	4
1995	Baca	Net Migration	49
1995	Baca	Population (U.S. Census Bureau)	4373
1995	Baca	Total Households	1808
1995	Baca	Total Housing Units	2452
1995	Baca	Vacant Housing Units	644
1995	Bent	Average Household Size	2.46
1995	Bent	Births	78
1995	Bent	Deaths	74
1995	Bent	Group Quarters Population (July)	735
1995	Bent	Household Population (July)	4814
1995	Bent	Housing Vacancy Rate	17
1995	Bent	July Population	5549
1995	Bent	Natural Population Increase	4
1995	Bent	Net Building Permits	19
1995	Bent	Net Migration	145
1995	Bent	Population (U.S. Census Bureau)	5481
1995	Bent	Total Households	1954
1995	Bent	Total Housing Units	2354
1995	Bent	Vacant Housing Units	400
1995	Boulder	Average Household Size	2.47
1995	Boulder	Births	3050
1995	Boulder	Deaths	1281
1995	Boulder	Group Quarters Population (July)	9606
1995	Boulder	Household Population (July)	247894
1995	Boulder	Housing Vacancy Rate	4.5
1995	Boulder	July Population	257500
1995	Boulder	Natural Population Increase	1769
1995	Boulder	Net Building Permits	2938
1995	Boulder	Net Migration	3006
1995	Boulder	Population (U.S. Census Bureau)	252928
1995	Boulder	Total Households	100377
1995	Boulder	Total Housing Units	105055
1995	Boulder	Vacant Housing Units	4678
1995	Broomfield	Average Household Size	0
1995	Broomfield	Births	0
1995	Broomfield	Deaths	0
1995	Broomfield	Group Quarters Population (July)	0
1995	Broomfield	Household Population (July)	0
1995	Broomfield	Housing Vacancy Rate	0
1995	Broomfield	July Population	0
1995	Broomfield	Natural Population Increase	0
1995	Broomfield	Net Building Permits	0
1995	Broomfield	Net Migration	0
1995	Broomfield	Population (U.S. Census Bureau)	0
1995	Broomfield	Total Households	0
1995	Broomfield	Total Housing Units	0
1995	Broomfield	Vacant Housing Units	0
1995	Chaffee	Average Household Size	2.34
1995	Chaffee	Births	115
1995	Chaffee	Deaths	121
1995	Chaffee	Group Quarters Population (July)	1248
1995	Chaffee	Household Population (July)	13408
1995	Chaffee	Housing Vacancy Rate	19.1
1995	Chaffee	July Population	14656
1995	Chaffee	Natural Population Increase	-6
1995	Chaffee	Net Building Permits	211
1995	Chaffee	Net Migration	555
1995	Chaffee	Population (U.S. Census Bureau)	14246
1995	Chaffee	Total Households	5719
1995	Chaffee	Total Housing Units	7069
1995	Chaffee	Vacant Housing Units	1350
1995	Cheyenne	Average Household Size	2.53
1995	Cheyenne	Births	29
1995	Cheyenne	Deaths	17
1995	Cheyenne	Group Quarters Population (July)	44
1995	Cheyenne	Household Population (July)	2225
1995	Cheyenne	Housing Vacancy Rate	20.1
1995	Cheyenne	July Population	2269
1995	Cheyenne	Natural Population Increase	12
1995	Cheyenne	Net Building Permits	2
1995	Cheyenne	Net Migration	-34
1995	Cheyenne	Population (U.S. Census Bureau)	2303
1995	Cheyenne	Total Households	880
1995	Cheyenne	Total Housing Units	1101
1995	Cheyenne	Vacant Housing Units	221
1995	Clear Creek	Average Household Size	2.41
1995	Clear Creek	Births	117
1995	Clear Creek	Deaths	54
1995	Clear Creek	Group Quarters Population (July)	50
1995	Clear Creek	Household Population (July)	8634
1995	Clear Creek	Housing Vacancy Rate	29.4
1995	Clear Creek	July Population	8684
1995	Clear Creek	Natural Population Increase	63
1995	Clear Creek	Net Building Permits	83
1995	Clear Creek	Net Migration	163
1995	Clear Creek	Population (U.S. Census Bureau)	8740
1995	Clear Creek	Total Households	3579
1995	Clear Creek	Total Housing Units	5071
1995	Clear Creek	Vacant Housing Units	1492
1995	Conejos	Average Household Size	3.05
1995	Conejos	Births	116
1995	Conejos	Deaths	76
1995	Conejos	Group Quarters Population (July)	31
1995	Conejos	Household Population (July)	7875
1995	Conejos	Housing Vacancy Rate	28
1995	Conejos	July Population	7906
1995	Conejos	Natural Population Increase	40
1995	Conejos	Net Building Permits	1
1995	Conejos	Net Migration	111
1995	Conejos	Population (U.S. Census Bureau)	7746
1995	Conejos	Total Households	2582
1995	Conejos	Total Housing Units	3585
1995	Conejos	Vacant Housing Units	1003
1995	Costilla	Average Household Size	2.77
1995	Costilla	Births	58
1995	Costilla	Deaths	36
1995	Costilla	Group Quarters Population (July)	2
1995	Costilla	Household Population (July)	3509
1995	Costilla	Housing Vacancy Rate	40.7
1995	Costilla	July Population	3511
1995	Costilla	Natural Population Increase	22
1995	Costilla	Net Building Permits	0
1995	Costilla	Net Migration	113
1995	Costilla	Population (U.S. Census Bureau)	3397
1995	Costilla	Total Households	1265
1995	Costilla	Total Housing Units	2133
1995	Costilla	Vacant Housing Units	868
1995	Crowley	Average Household Size	2.44
1995	Crowley	Births	51
1995	Crowley	Deaths	37
1995	Crowley	Group Quarters Population (July)	1078
1995	Crowley	Household Population (July)	3143
1995	Crowley	Housing Vacancy Rate	9.1
1995	Crowley	July Population	4221
1995	Crowley	Natural Population Increase	14
1995	Crowley	Net Building Permits	1
1995	Crowley	Net Migration	0
1995	Crowley	Population (U.S. Census Bureau)	4162
1995	Crowley	Total Households	1289
1995	Crowley	Total Housing Units	1418
1995	Crowley	Vacant Housing Units	129
1995	Custer	Average Household Size	2.43
1995	Custer	Births	34
1995	Custer	Deaths	12
1995	Custer	Group Quarters Population (July)	1
1995	Custer	Household Population (July)	2617
1995	Custer	Housing Vacancy Rate	56.1
1995	Custer	July Population	2618
1995	Custer	Natural Population Increase	22
1995	Custer	Net Building Permits	92
1995	Custer	Net Migration	178
1995	Custer	Population (U.S. Census Bureau)	2769
1995	Custer	Total Households	1075
1995	Custer	Total Housing Units	2450
1995	Custer	Vacant Housing Units	1375
1995	Delta	Average Household Size	2.47
1995	Delta	Births	306
1995	Delta	Deaths	292
1995	Delta	Group Quarters Population (July)	719
1995	Delta	Household Population (July)	24474
1995	Delta	Housing Vacancy Rate	5.8
1995	Delta	July Population	25193
1995	Delta	Natural Population Increase	14
1995	Delta	Net Building Permits	47
1995	Delta	Net Migration	836
1995	Delta	Population (U.S. Census Bureau)	25048
1995	Delta	Total Households	9902
